,age,sport_licence,niveau_etude,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,imc
5663,72,non,bac,oui,1929,,2.0,0.84,1740787200.0,462.0,768.38,500.0,29.44603725500059
5664,40,oui,aucun,non,4392,célibataire,,0.36,1661126400.0,,5000.0,7252.455340403303,29.720351943514487
5665,60,oui,aucun,oui,2560,,,0.97,1604361600.0,467.0,1197.73,500.0,40.102234394525055
5666,65,oui,doctorat,non,1023,veuf,0.0,0.41,1637020800.0,339.0,10000.0,500.0,33.15513918796066
5667,65,oui,doctorat,non,2267,veuf,,0.49,1724630400.0,,,34318.664139644265,38.53539243926572
5668,28,oui,master,non,3840,marié,,0.41,1586476800.0,701.0,873.34,500.0,28.822009990585848
5669,21,oui,bac+2,non,735,,4.0,0.61,1694304000.0,,,500.0,40.61316573856959
5670,55,non,master,oui,500,,5.0,0.51,1637452800.0,596.0,,17749.036965255124,17.787309842140825
5671,41,non,bac,oui,4059,marié,4.0,0.66,1641945600.0,518.0,167.69,500.0,26.52256767692589
5672,49,non,aucun,oui,1251,,1.0,0.95,1734220800.0,,5000.0,500.0,27.317579276166928
5673,75,non,bac+2,oui,2886,veuf,1.0,0.89,1581120000.0,555.0,575.99,16779.310891199162,22.697003246495445
5674,69,non,master,non,3877,célibataire,,0.2,1578268800.0,363.0,,19014.90986893521,33.425160697887975
5675,44,non,master,oui,1525,veuf,,0.83,1624147200.0,725.0,956.34,500.0,21.63137064458261
5676,28,oui,master,oui,3436,divorcé,,0.76,1724716800.0,,10000.0,500.0,26.538538306372928
5677,53,non,bac+2,oui,2431,divorcé,4.0,0.23,1648252800.0,395.0,10000.0,500.0,35.27331497701913
5678,63,oui,aucun,non,3335,célibataire,,0.84,1593216000.0,,,500.0,17.797551482840266
5679,73,non,master,non,1852,marié,,0.42,1638489600.0,825.0,5000.0,15663.950010947725,13.537220359588924
5680,71,oui,doctorat,oui,2274,marié,4.0,0.39,1643500800.0,,,31338.253413617484,27.83096740863861
5681,34,non,aucun,oui,1640,divorcé,,0.56,1641859200.0,,,500.0,33.90202184114732
5682,55,oui,bac+2,non,500,,3.0,0.87,1657238400.0,,5000.0,500.0,13.345085856457755
5683,27,oui,aucun,oui,3926,veuf,1.0,0.72,1634083200.0,585.0,842.36,20949.0247161146,25.40628861611709
5684,39,oui,master,non,2970,,2.0,0.59,1714953600.0,,523.62,500.0,24.380376998620243
5685,23,non,aucun,oui,500,marié,,0.88,1634428800.0,786.0,5000.0,500.0,16.563570103439332
5686,29,non,doctorat,non,1594,divorcé,,0.91,1579392000.0,781.0,849.75,500.0,26.694610707889524
5687,24,non,bac+2,oui,3203,marié,5.0,0.23,1694908800.0,,,500.0,15.84338810854701
5688,40,oui,aucun,oui,949,célibataire,,0.95,1711843200.0,835.0,,4776.593132446143,28.727377190462512
5689,32,oui,aucun,non,3040,,0.0,0.65,1705536000.0,,10000.0,500.0,16.620626137249904
5690,21,non,bac,oui,2911,,,0.4,1640908800.0,703.0,1067.02,500.0,19.592446846977698
5691,41,non,bac+2,oui,3745,veuf,,0.84,1619049600.0,773.0,629.46,500.0,11.716315851138507
5692,62,oui,bac,non,1209,veuf,2.0,0.09,1582502400.0,725.0,,500.0,24.469473812997233
5693,45,oui,doctorat,non,1377,veuf,1.0,0.11,1665014400.0,,5000.0,13391.888798889278,25.280091927607007
5694,19,non,bac+2,oui,2926,veuf,1.0,0.5,1694822400.0,,10000.0,646.6217022406513,24.561129623548542
5695,22,oui,bac,non,4562,veuf,0.0,0.94,1704931200.0,513.0,10000.0,43067.24423553148,26.920415224913498
5696,42,oui,doctorat,oui,4165,,3.0,0.67,1720224000.0,,10000.0,37180.13433524262,23.57749370942282
5697,27,oui,master,oui,3432,divorcé,4.0,0.82,1614902400.0,627.0,,28571.21696408391,15.54270957251571
5698,55,non,doctorat,oui,3068,,,0.06,1671062400.0,,,500.0,17.093020997222382
5699,57,oui,bac+2,non,2775,veuf,,0.21,1669248000.0,649.0,10000.0,39366.77843316374,16.085429195572875
5700,38,non,doctorat,non,4453,marié,,0.66,1628467200.0,662.0,,26816.634657858063,24.80127320238261
5701,45,non,doctorat,non,1673,,,0.8,1590192000.0,,10000.0,500.0,20.01766998857915
5702,59,non,bac+2,non,4137,,,0.28,1601942400.0,585.0,,500.0,27.498052373045507
5703,34,oui,doctorat,non,3173,célibataire,2.0,0.47,1710288000.0,,10000.0,7462.890250717657,27.345247781238015
5704,52,oui,master,oui,2848,célibataire,,0.93,1590105600.0,,1059.87,10583.74761305786,26.150341595051525
5705,67,non,master,oui,3646,marié,,0.53,1600646400.0,421.0,5000.0,500.0,15.828555023626446
5706,55,non,bac,non,2450,,1.0,0.85,1675987200.0,794.0,5000.0,23664.61113932692,30.55125928471864
5707,26,non,bac,oui,2067,marié,2.0,0.95,1702252800.0,642.0,10000.0,500.0,24.232326972398884
5708,23,non,master,non,3426,célibataire,,0.32,1680220800.0,,5000.0,500.0,15.058106575963722
5709,59,non,master,oui,3343,divorcé,,0.81,1592006400.0,809.0,10000.0,27521.313164384694,27.688284728329794
5710,56,oui,master,non,3967,veuf,,0.22,1624665600.0,485.0,993.55,15758.354273507064,18.34041986778781
5711,69,non,doctorat,non,3826,,,0.2,1672012800.0,477.0,10000.0,500.0,26.781948074266346
5712,41,non,doctorat,oui,2779,marié,,0.93,1597795200.0,,872.59,500.0,25.798843858886404
5713,59,non,doctorat,oui,1654,marié,,0.6,1676073600.0,,5000.0,500.0,22.995057045429977
5714,38,oui,bac,oui,1951,veuf,0.0,0.91,1610928000.0,351.0,5000.0,500.0,13.214722272075056
5715,35,non,aucun,oui,1873,,,0.56,1677283200.0,,913.66,500.0,20.95082364592338
5716,74,oui,doctorat,oui,2564,divorcé,4.0,0.64,1672963200.0,,,24290.15800291845,13.458895124742586
5717,20,non,aucun,non,500,veuf,0.0,0.09,1689638400.0,,5000.0,500.0,17.664212946904584
5718,32,non,master,oui,1254,marié,,0.38,1671753600.0,714.0,,500.0,26.463151775087884
5719,42,oui,bac+2,oui,3692,veuf,0.0,0.64,1638748800.0,719.0,689.38,500.0,20.783412391804003
5720,24,oui,aucun,non,2617,marié,,0.45,1652745600.0,634.0,,500.0,26.083029094056986
5721,29,oui,doctorat,non,1788,veuf,,0.85,1646092800.0,654.0,10000.0,10621.118164711372,26.939930899260006
5722,21,non,bac+2,oui,3542,marié,0.0,0.61,1703462400.0,636.0,,500.0,29.167254939414825
5723,57,oui,doctorat,non,3397,,,0.39,1734134400.0,725.0,5000.0,41940.480821793855,40.78578243090356
5724,27,non,bac+2,oui,762,,1.0,0.86,1650412800.0,353.0,114.48,500.0,24.72476648734509
5725,29,non,bac+2,non,500,veuf,3.0,0.4,1642550400.0,678.0,,9004.448133727248,29.273964450687117
5726,54,oui,aucun,non,945,divorcé,,0.77,1639440000.0,,755.16,21223.50384140941,37.058782553314295
5727,30,oui,bac,non,1596,divorcé,,0.4,1625529600.0,,1012.71,500.0,31.793659495084928
5728,27,non,doctorat,non,4533,célibataire,,0.36,1618099200.0,697.0,10000.0,5673.237634095111,25.120496502133072
5729,73,non,bac,non,2719,veuf,,0.06,1683590400.0,,5000.0,500.0,19.01493295677532
5730,39,non,doctorat,non,1652,,2.0,0.51,1620000000.0,643.0,743.17,20609.73901314166,27.232653061224493
5731,38,non,master,oui,2251,divorcé,3.0,0.89,1653782400.0,460.0,,5965.651301855502,28.179701484078464
5732,25,oui,bac,oui,2231,,,0.41,1579219200.0,545.0,5000.0,500.0,28.30567393603601
5733,27,non,aucun,oui,3253,célibataire,,0.78,1719273600.0,389.0,5000.0,500.0,27.870568812367882
5734,22,oui,bac+2,oui,2278,célibataire,4.0,0.39,1741996800.0,,1194.64,7310.378455642601,31.292221850589677
5735,35,oui,bac+2,oui,2485,marié,,0.81,1719360000.0,785.0,5000.0,500.0,16.693932183224273
5736,46,oui,doctorat,non,3240,divorcé,2.0,0.98,1590537600.0,,10000.0,37375.55047983478,17.33362684062686
5737,42,oui,aucun,non,3414,marié,,0.37,1692403200.0,449.0,265.82,500.0,18.476511658830304
5738,31,oui,aucun,oui,500,divorcé,5.0,0.25,1579392000.0,419.0,10000.0,500.0,23.276312616742104
5739,67,non,bac+2,non,1119,célibataire,,0.98,1578614400.0,568.0,1005.35,500.0,21.252140180313933
5740,42,non,bac,non,1316,divorcé,,0.03,1581206400.0,,215.76,500.0,28.088527634269575
5741,67,non,master,non,4387,,0.0,0.46,1583366400.0,,10000.0,34041.9303579696,21.576500681862022
5742,34,oui,bac+2,non,1779,marié,,0.0,1594425600.0,402.0,,15864.645345418949,21.074414818680538
5743,67,non,master,non,930,divorcé,,0.4,1664409600.0,,10000.0,13360.481587277964,25.033781071046164
5744,67,non,doctorat,non,500,célibataire,0.0,0.14,1691107200.0,446.0,5000.0,9553.953299996794,32.57115924653545
5745,61,non,bac,non,1952,veuf,,0.24,1625529600.0,474.0,10000.0,500.0,23.132590280644326
5746,20,non,master,oui,3210,divorcé,3.0,0.81,1583798400.0,756.0,10000.0,500.0,21.510247102126854
5747,39,non,aucun,oui,2990,divorcé,,0.01,1645920000.0,,5000.0,500.0,22.172887886957476
5748,34,non,bac,oui,4436,,,0.94,1646524800.0,,,500.0,31.497535748019715
5749,60,non,master,non,4106,divorcé,0.0,0.98,1655769600.0,,,500.0,25.27641085608543
5750,35,non,bac,non,2195,marié,,0.98,1616544000.0,,5000.0,7773.616174051187,26.23134635297789
5751,50,oui,bac+2,non,5102,célibataire,,0.52,1668384000.0,437.0,348.73,28077.535436582708,26.27704415889234
5752,46,oui,doctorat,non,3544,marié,,0.1,1630540800.0,,5000.0,20269.85576305451,21.53809786911672
5753,35,non,master,oui,2958,veuf,5.0,0.97,1619740800.0,,10000.0,10388.51790085164,20.05589395318444
5754,34,oui,doctorat,non,2505,,0.0,0.41,1736640000.0,,,27404.925689245167,29.03552091390492
5755,33,non,bac,oui,1325,,,0.25,1594944000.0,,10000.0,10525.770677808212,20.29939871344248
5756,71,non,doctorat,non,1852,marié,,0.51,1661644800.0,,5000.0,995.5166701097656,29.64487120865721
5757,50,oui,master,oui,1474,célibataire,,0.56,1619913600.0,793.0,10000.0,17457.459898382112,16.98599819004752
5758,29,non,aucun,oui,751,divorcé,1.0,0.35,1714867200.0,769.0,,500.0,37.93855708542035
5759,34,non,bac,non,3825,veuf,,0.96,1718668800.0,,653.69,8808.544522083663,20.634559079461926
5760,30,oui,aucun,oui,1616,divorcé,0.0,0.53,1636243200.0,,880.15,500.0,29.749206072676646
5761,65,non,aucun,non,2733,veuf,,0.1,1589846400.0,,252.62,500.0,31.51196463953665
5762,22,non,doctorat,oui,2428,divorcé,2.0,0.53,1731888000.0,719.0,5000.0,9321.002868731512,20.428096042634735
5763,50,non,doctorat,non,500,veuf,1.0,0.1,1694304000.0,496.0,691.51,13276.587458420916,27.655155860284065
5764,61,oui,doctorat,non,2440,veuf,1.0,0.68,1584316800.0,,,29685.259695723915,26.02045587296596
5765,53,oui,bac,oui,500,divorcé,3.0,0.95,1627084800.0,,496.2,500.0,22.17563173888212
5766,47,non,doctorat,oui,4140,,,0.96,1711584000.0,838.0,5000.0,30471.130258877496,26.591518960525384
5767,52,oui,bac+2,non,1537,,,0.27,1671753600.0,490.0,5000.0,14556.674364045097,24.888003982080637
5768,24,oui,master,oui,5382,veuf,,0.24,1676246400.0,620.0,,19317.05137305451,27.77776919485564
5769,21,non,master,non,2945,,3.0,0.3,1585440000.0,358.0,10000.0,43361.39594468424,26.084520850110295
5770,55,oui,bac+2,oui,3151,divorcé,2.0,0.1,1732665600.0,477.0,5000.0,1431.8923012851226,32.18151288816946
5771,42,oui,doctorat,non,4396,célibataire,,0.2,1604880000.0,350.0,,9782.234952135836,36.4343868590487
5772,60,non,bac,non,3648,,5.0,0.76,1587340800.0,,10000.0,500.0,19.01293799171154
5773,29,oui,aucun,oui,2528,divorcé,5.0,0.72,1677024000.0,,300.7,500.0,35.15767607118433
5774,59,non,master,oui,500,,2.0,0.58,1700784000.0,,202.92,500.0,27.73230526798395
5775,39,oui,bac,non,1994,divorcé,1.0,0.56,1741132800.0,,10000.0,500.0,14.571664950128795
5776,55,non,master,oui,4116,marié,,0.07,1586563200.0,,178.96,12003.534357622068,22.766369141812802
5777,19,oui,bac+2,non,3990,veuf,,0.75,1622332800.0,834.0,10000.0,500.0,16.84127973617004
5778,56,non,master,oui,1931,,0.0,0.81,1624492800.0,837.0,,500.0,17.66061867935753
5779,36,non,master,non,500,marié,,0.19,1723939200.0,823.0,755.21,24905.606757809524,21.205990558793875
5780,25,non,master,non,2718,veuf,5.0,0.75,1718150400.0,,10000.0,2018.511939674249,25.469783063575264
5781,68,oui,bac,oui,500,célibataire,,0.45,1584230400.0,306.0,,500.0,38.70306292451621
5782,74,non,bac+2,oui,500,marié,3.0,0.42,1702339200.0,,769.52,500.0,33.583459416162334
5783,40,non,bac,oui,1275,veuf,,0.37,1628640000.0,,10000.0,500.0,14.250810127575729
5784,56,non,doctorat,non,2139,veuf,,0.61,1618876800.0,,,500.0,33.29369797859691
5785,56,oui,master,oui,500,célibataire,,0.46,1580515200.0,757.0,10000.0,500.0,30.265947462389462
5786,60,oui,bac+2,non,1572,célibataire,,0.78,1585440000.0,839.0,1230.61,500.0,25.03678607522686
5787,63,oui,doctorat,non,1775,célibataire,,0.08,1578355200.0,,691.9,9742.464230728074,28.881589488863955
5788,41,oui,bac+2,non,4828,marié,,0.57,1598054400.0,,836.82,19974.36250326048,21.603793626160755
5789,47,non,doctorat,non,1961,veuf,,0.4,1652918400.0,574.0,1325.82,8352.269542293807,30.033268585201057
5790,20,oui,master,oui,1211,,,0.06,1729987200.0,705.0,,19122.15627474305,36.854282262852934
5791,67,non,bac+2,oui,2943,,,0.48,1619308800.0,,10000.0,500.0,26.863056271903723
5792,35,oui,bac,non,1484,divorcé,1.0,0.57,1602892800.0,757.0,,6141.754873641539,26.42644959685197
5793,28,oui,bac,non,2437,veuf,5.0,0.38,1583452800.0,,10000.0,500.0,19.224727820170884
5794,44,oui,doctorat,oui,3301,marié,4.0,0.69,1612051200.0,574.0,909.13,500.0,15.580781106505125
5795,64,non,aucun,non,1425,veuf,3.0,0.06,1648512000.0,,740.94,500.0,19.059402737769553
5796,39,oui,doctorat,non,3199,,,0.44,1670630400.0,,10000.0,36426.34397802302,19.67052871427248
5797,22,non,bac,non,1747,divorcé,,0.27,1735344000.0,,,500.0,36.659970781592406
5798,55,non,doctorat,non,3176,divorcé,,0.84,1716422400.0,,10000.0,23478.367585273834,17.16840015482775
5799,53,oui,bac,non,1518,célibataire,2.0,0.72,1647216000.0,,657.82,500.0,26.89117804271111
5800,55,non,aucun,non,500,,,0.54,1645142400.0,531.0,662.4,500.0,30.911083247599443
5801,49,oui,doctorat,non,1926,marié,,0.5,1739664000.0,,5000.0,27918.39139845398,23.21402937334053
5802,29,non,bac+2,non,1973,,,0.83,1644624000.0,,10000.0,15940.066458539815,20.1563824661756
5803,19,oui,aucun,oui,2890,divorcé,,0.26,1624752000.0,,,18440.0947683428,24.96296558719062
5804,29,oui,master,non,1153,célibataire,5.0,0.0,1697068800.0,380.0,,18653.933367016085,19.62477680383086
5805,63,oui,doctorat,oui,500,marié,,0.85,1680566400.0,,10000.0,500.0,29.90344901780441
5806,48,oui,doctorat,non,2051,,,0.14,1674604800.0,,755.16,6019.403762439538,10.25171325993485
5807,29,oui,doctorat,oui,2404,,2.0,0.11,1692748800.0,508.0,5000.0,500.0,23.777936643279187
5808,75,non,bac+2,non,2195,,,0.67,1659225600.0,,864.51,12116.735922661364,28.41097742817644
5809,39,oui,bac+2,oui,2948,veuf,1.0,0.52,1634774400.0,788.0,,1628.2269546195282,19.290123456790123
5810,39,oui,aucun,oui,3065,marié,1.0,0.86,1664409600.0,711.0,5000.0,6304.354711646022,35.628835130426005
5811,30,oui,aucun,oui,3512,marié,,0.94,1690934400.0,670.0,,1097.734152885021,20.033538773792724
5812,39,oui,master,oui,1948,divorcé,1.0,0.74,1663372800.0,823.0,10000.0,500.0,25.770750306229832
5813,35,oui,bac,non,3920,,5.0,0.96,1701561600.0,,,8271.865487721334,31.785105861502107
5814,52,oui,aucun,oui,970,,4.0,0.82,1703548800.0,350.0,,500.0,24.16427910552499
5815,26,non,bac+2,non,1159,,2.0,0.25,1594857600.0,449.0,10000.0,500.0,29.409736733605477
5816,66,oui,aucun,oui,2716,veuf,0.0,0.12,1604534400.0,,603.14,500.0,19.01601332347772
5817,36,non,bac,oui,1234,célibataire,,0.08,1743120000.0,,,500.0,19.310846632333345
5818,53,non,doctorat,non,1683,,0.0,1.0,1746576000.0,,854.24,17544.229118396204,16.929590244016243
5819,40,oui,bac+2,non,3741,,,0.08,1628467200.0,,,21442.549715082223,22.017045454545457
5820,70,non,bac+2,oui,1365,célibataire,,0.06,1678665600.0,599.0,10000.0,500.0,21.766322565291716
5821,39,non,master,non,2375,,,0.87,1660003200.0,,10000.0,26781.62493286336,14.840035410889437
5822,21,oui,doctorat,non,2654,,1.0,0.83,1634860800.0,581.0,5000.0,500.0,21.379280454275115
5823,38,non,bac+2,oui,1864,marié,3.0,0.8,1662508800.0,,,1310.0312379277782,11.417507061637503
5824,61,non,doctorat,non,829,,,0.69,1692230400.0,,,13638.0311496482,17.545038263179176
5825,23,oui,aucun,non,1217,célibataire,,0.04,1681344000.0,,,500.0,30.045985273915672
5826,18,non,bac,non,2959,célibataire,,0.25,1596067200.0,829.0,5000.0,17448.463743353303,19.75569874355389
5827,71,non,bac+2,oui,2934,,1.0,1.0,1700179200.0,575.0,,500.0,20.659033847035683
5828,45,oui,doctorat,non,3454,,3.0,0.61,1699488000.0,521.0,531.23,500.0,30.70537784415804
5829,58,non,bac,non,2068,célibataire,,0.21,1618704000.0,,10000.0,4831.095936754803,15.036986498132718
5830,72,oui,bac+2,oui,3512,divorcé,1.0,0.65,1626134400.0,745.0,5000.0,500.0,34.29697072738892
5831,75,non,aucun,non,3050,veuf,2.0,0.94,1702598400.0,465.0,,500.0,30.06593981338592
5832,73,non,bac,non,1234,célibataire,5.0,0.8,1697673600.0,674.0,,500.0,27.38545687396862
5833,37,oui,aucun,oui,1636,,,0.1,1615161600.0,,,500.0,29.706155530533774
5834,49,oui,aucun,non,4470,divorcé,0.0,0.34,1726790400.0,379.0,10000.0,7606.906787858475,24.298797101066725
5835,27,oui,bac+2,oui,3030,veuf,2.0,0.42,1740787200.0,529.0,,500.0,22.890624999999996
5836,64,non,bac+2,non,2510,marié,,0.3,1597017600.0,,997.2,15641.430444636242,30.429930950441076
5837,57,oui,doctorat,oui,2076,divorcé,1.0,0.83,1692576000.0,510.0,10000.0,500.0,24.696354239980693
5838,58,non,master,oui,1249,,0.0,0.99,1650931200.0,,5000.0,5903.121429594549,21.104812705291163
5839,42,oui,bac,non,3007,veuf,,0.89,1656979200.0,,5000.0,500.0,16.7349682810613
5840,60,oui,doctorat,non,1271,veuf,3.0,0.71,1609459200.0,527.0,1173.14,13726.688630509469,19.74319904861008
5841,54,non,aucun,oui,3776,divorcé,1.0,0.12,1661385600.0,,748.61,500.0,17.330035158196974
5842,41,non,doctorat,oui,2824,veuf,2.0,0.2,1680652800.0,,1015.44,500.0,17.359453268587583
5843,45,oui,bac,non,2156,marié,,0.83,1726531200.0,446.0,5000.0,500.0,28.77330214915341
5844,30,non,bac,non,5747,divorcé,,0.17,1741824000.0,631.0,10000.0,17621.263409549185,33.0384254542153
5845,43,oui,doctorat,non,2093,marié,,0.92,1663027200.0,,5000.0,17755.396966746877,24.263295643276205
5846,66,non,doctorat,oui,3881,célibataire,,0.72,1711756800.0,,5000.0,500.0,27.983923644779836
5847,37,non,bac+2,oui,1699,divorcé,,0.9,1614816000.0,769.0,1018.55,5072.40774301872,32.48854091600648
5848,71,oui,bac,non,2939,,,0.7,1731628800.0,638.0,993.47,4430.517508374148,8.48806301489305
5849,48,non,doctorat,non,2646,,,0.72,1651536000.0,583.0,5000.0,30446.678097494743,27.04619362093162
5850,26,oui,bac+2,non,3017,célibataire,,0.94,1659657600.0,657.0,,5056.4693227472335,29.872074067073086
5851,27,non,master,non,1980,divorcé,,0.69,1618272000.0,,10000.0,500.0,29.205567525050448
5852,27,oui,bac,oui,2952,marié,1.0,0.83,1590969600.0,762.0,5000.0,500.0,20.2963495947025
5853,30,non,master,oui,3041,veuf,5.0,0.46,1612569600.0,714.0,10000.0,500.0,16.657304112975584
5854,73,oui,aucun,oui,1404,marié,,1.0,1602115200.0,657.0,,500.0,33.841958055879054
5855,34,non,bac+2,oui,2365,marié,4.0,0.22,1724803200.0,679.0,10000.0,6359.17776042718,38.9549284437858
5856,26,oui,doctorat,oui,794,célibataire,0.0,0.27,1678406400.0,557.0,5000.0,14704.882462864834,22.966448570466167
5857,26,oui,aucun,non,2272,,,0.24,1646006400.0,,,500.0,21.866632529402814
5858,40,oui,doctorat,non,1764,divorcé,,0.02,1693699200.0,,10000.0,24211.1925468773,27.5437952966321
5859,41,non,master,oui,3661,,4.0,0.88,1714953600.0,840.0,,10884.9051780729,31.793659495084928
5860,58,non,doctorat,oui,3554,,2.0,0.98,1606176000.0,,,13210.985805026052,27.761923066469418
5861,23,oui,bac+2,non,3607,divorcé,,0.35,1701129600.0,,751.09,500.0,27.531825319923822
5862,72,non,bac,non,1660,veuf,4.0,0.13,1612310400.0,,10000.0,10331.832333591798,38.917658211282095
5863,71,non,bac,non,1727,marié,,0.07,1713916800.0,443.0,,2393.024642366496,28.54463298469341
5864,32,non,doctorat,non,2028,,2.0,0.5,1646524800.0,,5000.0,500.0,27.2856905893291
5865,44,non,bac+2,oui,5137,marié,,0.89,1709856000.0,505.0,,500.0,28.94793250926314
5866,36,non,bac,non,3749,,1.0,0.9,1668297600.0,,,500.0,15.957333333333334
5867,66,oui,doctorat,oui,2897,,,0.45,1679097600.0,344.0,,17885.154978031467,30.404149364556545
5868,68,non,master,oui,2660,,,0.03,1590278400.0,,574.35,8465.176258108768,25.88863288731695
5869,71,oui,master,non,500,veuf,1.0,0.57,1722902400.0,486.0,10000.0,22367.56513832505,17.842639340307663
5870,29,oui,aucun,oui,1370,,2.0,0.73,1684368000.0,,1043.91,500.0,14.90993174459727
5871,32,oui,doctorat,non,3189,,,0.98,1649203200.0,,5000.0,28694.58037745761,39.62550840178881
5872,49,oui,doctorat,non,3388,divorcé,,0.93,1598918400.0,615.0,5000.0,4320.435002797856,26.065763922376156
5873,52,non,doctorat,oui,3704,divorcé,0.0,0.95,1667779200.0,,908.8,500.0,18.449204778003647
5874,19,oui,master,non,1771,,,0.83,1733270400.0,,,3862.985765129087,23.524130837375044
5875,59,oui,doctorat,non,581,marié,2.0,0.18,1588896000.0,630.0,10000.0,27879.82124066532,27.283500277468054
5876,46,non,master,oui,1402,,,0.76,1690156800.0,631.0,619.94,500.0,17.741649328236637
5877,41,non,master,oui,3385,marié,,0.44,1708041600.0,,5000.0,500.0,33.41119920936187
5878,27,oui,aucun,non,1660,veuf,1.0,0.79,1706572800.0,,10000.0,500.0,31.352728468113078
5879,45,non,bac+2,oui,1921,,5.0,0.62,1695945600.0,,,500.0,28.18417477459737
5880,28,oui,doctorat,oui,2226,,0.0,0.12,1586995200.0,,,500.0,28.9308059545982
5881,43,non,bac+2,non,4309,,,0.3,1708214400.0,,,13213.109409290666,22.315158702911894
5882,70,non,aucun,oui,4083,célibataire,2.0,0.35,1733011200.0,674.0,10000.0,3919.7683954042,22.590328574692137
5883,49,non,bac+2,non,2331,,,0.05,1608681600.0,752.0,119.66,20361.28677185645,26.797155167224222
5884,74,oui,master,oui,1408,,1.0,0.33,1710460800.0,308.0,882.36,500.0,34.98416064860802
5885,50,oui,aucun,oui,3890,célibataire,,0.54,1707696000.0,,10000.0,500.0,21.104256388122252
5886,30,non,bac,oui,4394,célibataire,5.0,0.93,1618617600.0,,,500.0,23.81232845307261
5887,65,non,aucun,oui,1567,,1.0,0.38,1581120000.0,,10000.0,500.0,24.18480285032413
5888,37,oui,doctorat,oui,3614,veuf,1.0,0.99,1734739200.0,,664.92,36832.36367015866,19.23415179740295
5889,55,oui,doctorat,non,1107,divorcé,0.0,0.17,1672185600.0,376.0,5000.0,40004.476442656494,17.060158307340878
5890,33,non,master,non,929,célibataire,,0.15,1638230400.0,598.0,10000.0,500.0,29.2910334008414
5891,52,non,aucun,oui,1963,veuf,,0.05,1613001600.0,,718.34,500.0,27.300827755884995
5892,43,oui,master,oui,1049,célibataire,,0.28,1589673600.0,782.0,5000.0,16380.729519544204,22.419733722547168
5893,64,oui,doctorat,oui,1547,veuf,2.0,0.48,1578009600.0,,,500.0,17.579902941975558
5894,56,non,bac+2,oui,1089,célibataire,,0.2,1704931200.0,500.0,,500.0,29.116260762117353
5895,60,oui,doctorat,non,988,marié,,0.7,1684368000.0,627.0,10000.0,35335.73937580805,28.570484872506274
5896,72,oui,master,non,2418,,5.0,0.49,1596672000.0,,10000.0,500.0,21.824806662700777
5897,29,non,bac+2,oui,2945,marié,,0.99,1677456000.0,834.0,5000.0,5088.32654632901,25.786288308292843
5898,69,oui,master,non,3259,divorcé,,0.85,1609027200.0,,641.65,9154.663141159524,18.233778926370782
5899,32,non,bac+2,non,3835,veuf,2.0,0.6,1691280000.0,357.0,304.71,4215.636826651407,19.35166072433853
5900,49,oui,aucun,oui,3569,,,0.18,1593907200.0,,10000.0,500.0,16.71850363627454
5901,72,oui,master,non,2659,divorcé,2.0,0.67,1617062400.0,,10000.0,500.0,13.914310112602552
5902,75,oui,bac,oui,1220,,,0.12,1600905600.0,,529.53,500.0,21.26891984112921
5903,25,non,bac,non,500,veuf,,0.49,1634342400.0,,,500.0,30.778701138811947
5904,74,oui,bac+2,oui,2200,divorcé,2.0,0.11,1613347200.0,,,500.0,37.6317162983429
5905,68,oui,aucun,non,4282,célibataire,5.0,0.69,1604102400.0,846.0,5000.0,1825.2154391635029,32.0204824906029
5906,71,oui,doctorat,non,500,divorcé,3.0,0.07,1709596800.0,676.0,,11854.064144855376,28.72505084181206
5907,32,oui,aucun,oui,4694,célibataire,3.0,0.52,1618012800.0,,5000.0,1964.408372374048,24.153631170532954
5908,28,non,bac+2,oui,1045,,3.0,0.71,1632700800.0,,,500.0,37.76635580759574
5909,34,oui,bac+2,oui,3624,marié,5.0,0.8,1636416000.0,,,24380.014518692573,24.015935807872516
5910,36,oui,bac,non,1342,,2.0,0.24,1705708800.0,,,25925.05558140025,21.20160831389554
5911,18,oui,doctorat,non,1916,marié,5.0,0.07,1698019200.0,796.0,5000.0,42393.496333454095,20.770249880941964
5912,46,non,doctorat,oui,4218,marié,0.0,0.37,1597363200.0,,986.9,25144.214546716805,17.570341746165923
5913,67,oui,aucun,oui,1521,célibataire,,0.83,1722988800.0,701.0,10000.0,500.0,24.076760175722242
5914,46,oui,doctorat,oui,2777,,1.0,0.11,1749340800.0,453.0,,12242.955570673756,26.539792387543258
5915,64,oui,bac+2,non,3845,marié,1.0,0.37,1698537600.0,,5000.0,29428.06459309878,19.36305398025625
5916,24,oui,bac+2,oui,2836,,,0.75,1626825600.0,,563.5,500.0,21.029625028414305
5917,48,oui,aucun,non,3353,célibataire,2.0,0.83,1739145600.0,672.0,,500.0,27.11136935283867
5918,75,non,aucun,oui,1428,marié,,0.79,1659398400.0,,,500.0,22.040845084034235
5919,65,non,master,non,2233,célibataire,0.0,0.82,1596326400.0,806.0,10000.0,500.0,25.943957767177608
5920,73,non,bac+2,oui,3334,,,0.12,1710547200.0,,5000.0,500.0,21.41267414019461
5921,24,non,bac+2,oui,4202,,2.0,0.96,1667260800.0,359.0,10000.0,500.0,24.925074731093392
5922,61,non,doctorat,non,2464,marié,,0.1,1691884800.0,,10000.0,11621.451167457906,28.740488290309518
