,id,age,taille,poids,niveau_etude,revenu_estime_mois,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,sport_licence_oui,sport_licence_non,smoker_oui,smoker_non,situation_familiale_célibataire,situation_familiale_marié,situation_familiale_divorcé,situation_familiale_veuf,montant_pret
3788,3979,18,180.8,48.1,0,500,1.0,0.51,2024-10-31,788.0,1262.21,0,1,0,1,0,0,0,0,500.0
3789,3980,52,190.0,86.4,3,1596,3.0,0.88,2020-11-17,492.0,1220.1,1,0,0,1,0,0,0,0,31639.875753094297
3790,3981,72,166.3,85.9,0,2225,4.0,0.96,2020-09-09,576.0,5000.0,0,1,1,0,0,1,0,0,500.0
3791,3982,30,159.2,65.8,2,1971,3.0,0.3,2020-01-17,574.0,10000.0,1,0,0,1,0,0,1,0,6778.693361679245
3792,3983,31,166.4,67.1,4,2080,3.0,0.02,2020-02-24,347.0,5000.0,0,1,1,0,0,0,0,0,500.0
3793,3984,49,162.3,99.7,4,1534,3.0,0.62,2023-10-24,574.0,1110.41,1,0,0,1,0,1,0,0,12920.453674526309
3794,3985,28,165.9,69.3,4,3048,3.0,0.83,2023-07-24,574.0,5000.0,1,0,0,1,0,0,0,0,28938.6030963459
3795,3986,25,164.8,62.0,2,1550,3.0,0.69,2024-03-04,574.0,5000.0,1,0,1,0,1,0,0,0,17479.661211798393
3796,3987,67,168.7,92.3,0,2641,1.0,0.12,2020-08-28,574.0,5000.0,1,0,0,1,0,0,1,0,500.0
3797,3988,58,157.0,104.4,3,3512,3.0,0.75,2021-02-20,830.0,5000.0,1,0,1,0,0,0,0,1,7113.909048748112
3798,3989,59,171.2,84.3,4,4108,1.0,0.38,2020-01-03,574.0,10000.0,0,1,1,0,0,0,0,1,10019.159127338196
3799,3990,18,170.0,81.7,0,2888,4.0,0.34,2024-11-15,574.0,5000.0,0,1,1,0,0,0,0,1,500.0
3800,3991,20,161.1,41.9,0,500,3.0,0.76,2020-10-08,574.0,707.08,0,1,0,1,0,0,0,0,500.0
3801,3992,56,170.4,61.9,4,3382,3.0,0.42,2022-01-07,617.0,5000.0,1,0,0,1,0,0,0,1,28622.572621421685
3802,3993,69,186.6,72.0,3,2991,3.0,0.23,2020-12-20,574.0,10000.0,1,0,0,1,0,0,1,0,500.0
3803,3994,59,167.3,86.4,1,2494,3.0,0.57,2020-03-05,577.0,5000.0,1,0,0,1,0,1,0,0,10329.632158696011
3804,3995,57,155.6,80.2,0,1459,3.0,0.4,2025-03-25,687.0,309.74,0,1,1,0,0,0,1,0,500.0
3805,3996,64,182.4,57.1,1,3768,3.0,0.96,2023-09-07,398.0,835.76,0,1,0,1,1,0,0,0,500.0
3806,3997,27,167.0,59.9,4,1744,0.0,0.1,2020-03-18,704.0,5000.0,1,0,0,1,0,0,1,0,32692.5832814897
3807,3998,46,190.6,70.1,1,1775,3.0,0.57,2023-12-14,574.0,5000.0,1,0,1,0,0,1,0,0,500.0
3808,3999,50,168.9,70.5,0,548,5.0,0.25,2022-05-01,574.0,38.48,1,0,0,1,0,1,0,0,5952.56920765102
3809,4000,48,181.0,42.4,2,2135,4.0,0.65,2025-06-11,574.0,5000.0,0,1,0,1,0,1,0,0,500.0
3810,4001,28,178.6,50.6,2,1910,0.0,0.14,2025-04-19,489.0,5000.0,0,1,1,0,0,0,0,0,500.0
3811,4002,63,172.5,81.1,1,2594,3.0,0.61,2022-06-11,574.0,5000.0,1,0,1,0,0,0,0,0,500.0
3812,4003,53,161.8,68.3,2,2284,3.0,0.01,2020-05-18,574.0,686.12,0,1,1,0,0,1,0,0,500.0
3813,4004,21,158.9,74.0,0,2342,3.0,0.4,2024-01-29,690.0,5000.0,1,0,1,0,0,0,0,0,500.0
3814,4005,47,173.7,64.9,1,2280,3.0,0.02,2020-05-26,574.0,685.76,0,1,0,1,0,1,0,0,500.0
3815,4006,55,175.4,76.0,1,2237,3.0,0.42,2024-02-11,756.0,5000.0,1,0,0,1,0,0,0,1,12031.127000669216
3816,4007,39,164.0,33.9,4,2172,3.0,0.01,2022-03-30,331.0,10000.0,1,0,1,0,0,1,0,0,2765.83195327379
3817,4008,50,151.4,65.4,0,2830,0.0,0.14,2022-03-26,391.0,5000.0,0,1,0,1,1,0,0,0,10868.065717678754
3818,4009,61,163.5,70.2,0,1329,2.0,0.99,2023-07-15,586.0,1627.17,1,0,0,1,0,0,0,1,500.0
3819,4010,69,164.9,63.1,1,4350,4.0,0.73,2020-05-29,574.0,10000.0,0,1,0,1,0,1,0,0,500.0
3820,4011,71,161.3,75.8,1,1641,3.0,0.01,2021-05-22,815.0,5000.0,0,1,1,0,0,0,0,0,6907.934560413385
3821,4012,41,157.9,59.1,0,4488,0.0,0.93,2025-02-16,574.0,616.61,0,1,1,0,1,0,0,0,500.0
3822,4013,56,177.4,68.8,3,500,3.0,0.32,2022-11-04,574.0,546.71,0,1,1,0,0,1,0,0,500.0
3823,4014,19,177.1,80.9,3,3752,3.0,0.88,2020-08-19,574.0,1193.62,1,0,1,0,1,0,0,0,23115.58524401653
3824,4015,27,169.5,68.7,2,2627,3.0,0.48,2022-04-13,574.0,5000.0,0,1,0,1,0,1,0,0,500.0
3825,4016,72,188.6,48.9,0,2231,3.0,0.31,2021-03-01,574.0,752.48,1,0,1,0,0,0,1,0,16094.298590475231
3826,4017,56,180.2,75.7,4,1397,2.0,0.53,2020-11-11,574.0,5000.0,0,1,1,0,0,0,1,0,500.0
3827,4018,51,172.5,47.6,0,2518,2.0,0.7,2020-12-14,519.0,10000.0,0,1,0,1,0,0,0,0,500.0
3828,4019,51,175.2,40.3,0,4904,2.0,0.13,2021-04-18,574.0,10000.0,0,1,1,0,0,0,1,0,500.0
3829,4020,75,158.4,50.4,2,2142,4.0,0.79,2020-12-18,574.0,422.95,0,1,0,1,0,0,0,0,9262.651409797223
3830,4021,44,171.9,48.9,3,3976,3.0,0.39,2022-11-01,574.0,591.89,1,0,0,1,0,0,0,1,500.0
3831,4022,35,173.5,85.0,0,4219,5.0,0.22,2022-05-26,685.0,792.81,0,1,0,1,0,0,0,1,16485.704732202623
3832,4023,60,178.5,55.4,2,500,1.0,0.29,2022-11-07,589.0,10000.0,0,1,1,0,0,0,0,1,500.0
3833,4024,29,183.9,55.4,3,3295,2.0,0.33,2024-03-30,574.0,5000.0,0,1,0,1,0,0,1,0,20560.30158233225
3834,4025,60,157.7,75.4,1,3153,4.0,0.08,2024-04-09,643.0,5000.0,1,0,1,0,1,0,0,0,16670.443595651235
3835,4026,38,181.7,55.3,2,2123,3.0,0.18,2021-11-05,629.0,347.2,1,0,1,0,0,0,0,0,15255.125846632049
3836,4027,20,149.6,62.2,2,3526,3.0,0.93,2025-02-01,574.0,5000.0,0,1,0,1,0,0,1,0,11090.177625523938
3837,4029,26,165.2,57.0,3,1659,3.0,0.95,2020-05-27,788.0,10000.0,1,0,1,0,0,0,1,0,4946.731799930354
3838,4030,49,176.9,95.7,0,2652,3.0,0.56,2024-08-02,438.0,892.87,1,0,1,0,1,0,0,0,500.0
3839,4031,75,160.9,82.4,3,2403,2.0,0.9,2024-06-03,574.0,10000.0,1,0,0,1,0,0,0,1,15155.70160334672
3840,4033,19,164.0,79.9,3,1774,3.0,0.39,2025-02-23,567.0,5000.0,0,1,1,0,0,1,0,0,500.0
3841,4034,48,184.1,73.8,1,1688,3.0,0.42,2022-04-24,574.0,10000.0,0,1,0,1,1,0,0,0,9557.828584285624
3842,4035,59,172.0,81.7,0,4061,3.0,0.42,2024-06-17,574.0,709.88,1,0,0,1,1,0,0,0,500.0
3843,4036,59,169.2,75.7,4,2245,2.0,0.52,2020-03-05,574.0,10000.0,0,1,1,0,0,0,0,0,5978.753005556987
3844,4037,64,163.4,58.3,3,3687,3.0,0.58,2022-08-06,574.0,5000.0,1,0,0,1,0,0,1,0,2835.0286587203755
3845,4038,71,147.1,48.2,3,3895,3.0,0.89,2020-04-17,574.0,5000.0,0,1,1,0,0,0,0,0,4530.749483089079
3846,4039,31,174.6,81.4,2,2843,3.0,0.9,2024-07-25,506.0,453.01,1,0,1,0,0,0,0,0,500.0
3847,4040,74,174.1,57.5,3,4015,1.0,0.03,2025-05-22,363.0,10000.0,0,1,1,0,0,0,0,0,500.0
3848,4041,62,163.2,45.5,2,1890,3.0,0.98,2020-06-21,399.0,5000.0,0,1,0,1,0,0,0,0,5902.041755150125
3849,4042,59,179.0,62.9,2,3284,3.0,0.81,2024-06-30,574.0,10000.0,1,0,1,0,0,1,0,0,500.0
3850,4043,49,185.1,59.5,1,849,3.0,0.67,2021-09-03,574.0,1216.25,1,0,1,0,0,1,0,0,500.0
3851,4044,41,153.6,48.6,2,1292,3.0,0.29,2024-03-16,432.0,10000.0,0,1,1,0,0,0,1,0,500.0
3852,4045,37,177.3,80.0,1,1648,3.0,0.93,2023-12-14,574.0,10000.0,0,1,0,1,0,0,0,1,8988.521174666177
3853,4046,69,169.5,66.4,2,1716,1.0,0.71,2023-09-26,574.0,5000.0,1,0,0,1,0,0,1,0,500.0
3854,4047,20,153.0,65.0,1,2265,3.0,0.2,2023-08-12,829.0,1216.64,1,0,1,0,0,0,1,0,5572.8532133774
3855,4048,24,176.4,57.1,2,959,3.0,0.02,2024-10-15,574.0,5000.0,1,0,0,1,0,0,1,0,500.0
3856,4049,72,176.2,89.6,1,2551,3.0,0.93,2024-04-19,574.0,5000.0,0,1,0,1,0,1,0,0,500.0
3857,4050,74,186.2,61.7,4,3072,3.0,0.55,2021-09-09,574.0,10000.0,0,1,0,1,0,0,1,0,26314.95977921251
3858,4051,54,179.0,54.4,4,3296,4.0,0.57,2024-09-15,574.0,5000.0,1,0,1,0,0,0,0,0,32386.901964568904
3859,4053,40,166.3,67.4,4,500,3.0,0.99,2022-10-08,597.0,10000.0,0,1,1,0,0,0,1,0,500.0
3860,4054,27,155.7,71.5,3,4039,4.0,0.29,2023-08-02,574.0,5000.0,1,0,0,1,0,0,0,0,500.0
3861,4055,56,150.3,80.2,2,1702,5.0,0.55,2025-03-31,574.0,5000.0,0,1,1,0,0,0,0,1,500.0
3862,4056,49,160.0,47.3,2,1594,3.0,0.18,2022-05-02,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
3863,4057,59,174.1,71.7,4,1959,2.0,0.37,2020-11-18,832.0,5000.0,1,0,1,0,0,0,1,0,17644.572589026022
3864,4058,73,179.2,92.4,1,5416,3.0,0.06,2022-07-16,574.0,612.08,0,1,0,1,0,0,1,0,7045.447361433001
3865,4059,32,175.6,87.9,1,500,3.0,0.33,2022-10-22,774.0,5000.0,1,0,0,1,0,0,0,1,14677.36066955916
3866,4060,59,180.6,65.4,3,3319,3.0,0.05,2022-11-20,574.0,5000.0,1,0,1,0,0,1,0,0,14505.099943980891
3867,4061,51,159.2,90.1,0,3324,3.0,0.54,2025-01-18,429.0,406.94,1,0,1,0,0,1,0,0,500.0
3868,4062,65,167.2,94.2,1,1299,3.0,0.26,2020-02-22,637.0,5000.0,1,0,1,0,0,0,1,0,5551.847725031443
3869,4063,44,170.4,79.4,4,4551,3.0,0.74,2023-11-02,574.0,5000.0,0,1,1,0,0,0,0,1,500.0
3870,4064,63,177.8,49.3,3,2293,3.0,0.05,2023-12-13,574.0,5000.0,1,0,1,0,1,0,0,0,500.0
3871,4065,34,181.2,73.6,1,692,4.0,0.9,2022-09-11,537.0,5000.0,1,0,1,0,0,0,1,0,500.0
3872,4066,35,160.5,37.4,3,2280,1.0,0.69,2022-03-19,574.0,10000.0,1,0,1,0,0,0,0,0,15884.083387500874
3873,4067,25,173.9,68.9,1,2490,3.0,0.96,2020-11-27,574.0,5000.0,0,1,0,1,0,0,0,1,500.0
3874,4068,36,177.2,71.5,3,2627,3.0,0.19,2020-07-25,574.0,10000.0,0,1,0,1,0,0,1,0,504.17539475171696
3875,4069,67,159.6,67.9,2,2055,3.0,0.45,2022-01-01,438.0,1036.64,0,1,0,1,0,0,0,0,17395.398720173795
3876,4070,59,165.0,102.6,1,3227,3.0,0.71,2021-02-09,574.0,5000.0,1,0,0,1,0,0,0,1,19329.07792994021
3877,4071,69,181.5,52.4,3,3228,3.0,0.99,2023-12-22,574.0,5000.0,1,0,1,0,0,1,0,0,28165.230085091986
3878,4072,30,165.8,83.3,3,2706,3.0,1.0,2025-04-29,574.0,5000.0,0,1,0,1,0,0,0,0,21779.96406576997
3879,4073,18,161.3,66.9,0,2433,0.0,0.88,2022-06-23,375.0,5000.0,1,0,0,1,0,0,0,1,12427.142406627798
3880,4074,72,167.7,70.2,0,2351,3.0,0.24,2022-03-12,574.0,5000.0,1,0,1,0,1,0,0,0,4785.73149961628
3881,4075,31,166.4,86.9,2,3943,3.0,0.33,2023-05-12,427.0,534.11,0,1,0,1,0,0,0,1,16841.333672344535
3882,4076,49,148.1,60.3,4,2262,3.0,0.42,2024-03-22,535.0,5000.0,1,0,0,1,1,0,0,0,16227.99467935567
3883,4077,34,177.6,72.7,1,2815,3.0,0.01,2024-08-17,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
3884,4078,57,180.8,58.2,1,557,3.0,0.57,2022-06-07,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
3885,4079,58,159.2,70.8,2,2540,0.0,0.74,2022-06-05,574.0,5000.0,0,1,0,1,0,1,0,0,500.0
3886,4080,73,172.5,72.6,3,1292,3.0,0.83,2021-01-26,574.0,10000.0,1,0,0,1,0,0,1,0,7893.1039420435645
3887,4081,30,169.8,75.5,2,3954,2.0,0.62,2020-08-20,574.0,5000.0,0,1,0,1,1,0,0,0,3470.982851911336
3888,4082,62,179.8,93.3,1,3258,3.0,0.36,2022-06-04,511.0,5000.0,1,0,0,1,0,0,0,1,19819.320867556708
3889,4083,46,166.4,49.8,0,2584,3.0,0.78,2022-05-16,574.0,904.79,1,0,1,0,0,0,0,0,500.0
3890,4084,26,163.1,100.5,0,2851,3.0,0.43,2023-03-18,818.0,1178.8,0,1,1,0,0,0,0,0,500.0
3891,4085,54,164.1,64.9,3,3003,4.0,0.95,2023-03-17,574.0,5000.0,1,0,0,1,1,0,0,0,26245.09891455392
3892,4086,29,179.3,64.0,2,3277,3.0,0.79,2023-02-12,553.0,662.86,1,0,0,1,0,1,0,0,22445.300512453432
3893,4087,38,167.6,60.4,3,2445,3.0,0.39,2020-01-01,668.0,5000.0,0,1,1,0,0,0,0,1,14151.116719514372
3894,4088,38,175.3,50.8,3,3362,3.0,0.31,2022-12-17,584.0,5000.0,1,0,0,1,1,0,0,0,13147.067427182435
3895,4089,35,169.0,65.8,0,5603,3.0,0.58,2024-01-21,574.0,5000.0,0,1,1,0,0,0,0,1,500.0
3896,4090,62,183.2,66.9,4,2698,1.0,0.46,2022-04-28,799.0,1315.12,1,0,0,1,0,0,1,0,500.0
3897,4091,68,171.1,65.1,1,3115,3.0,0.98,2020-10-12,721.0,5000.0,1,0,0,1,0,0,0,1,25077.483016449023
3898,4092,41,195.4,69.8,2,5409,3.0,0.31,2020-10-23,574.0,417.58,1,0,0,1,1,0,0,0,28865.67119702225
3899,4093,74,174.1,64.8,2,3044,4.0,0.75,2024-12-10,407.0,5000.0,1,0,1,0,0,0,0,1,9070.632514025694
3900,4094,35,174.3,52.2,1,5515,3.0,0.99,2020-05-17,515.0,365.32,1,0,0,1,0,0,0,0,22408.82041356495
3901,4095,49,184.8,81.5,1,1144,3.0,0.68,2025-03-22,369.0,10000.0,0,1,0,1,0,0,0,0,4895.716692658842
3902,4096,50,176.4,101.2,3,1920,3.0,0.59,2024-07-25,574.0,811.86,1,0,1,0,0,1,0,0,500.0
3903,4097,65,173.7,85.5,4,1971,5.0,0.04,2024-04-06,574.0,10000.0,0,1,1,0,0,0,1,0,4449.818754200152
3904,4098,45,175.8,75.8,1,2085,3.0,0.29,2024-11-07,574.0,977.64,1,0,0,1,0,0,0,0,500.0
3905,4099,19,187.9,78.8,3,2538,5.0,0.95,2022-12-29,647.0,5000.0,1,0,0,1,0,1,0,0,676.2909220195505
3906,4101,51,157.3,68.9,0,3175,3.0,0.73,2022-06-28,574.0,869.05,1,0,0,1,0,0,1,0,500.0
3907,4102,72,155.3,69.3,4,3259,3.0,0.4,2024-01-26,372.0,1236.36,1,0,1,0,0,0,0,1,3484.2694196268
3908,4103,43,158.3,86.7,0,1239,3.0,0.29,2023-03-23,523.0,5000.0,1,0,0,1,0,1,0,0,4164.696433498551
3909,4104,51,149.7,46.1,4,3834,3.0,0.25,2020-11-27,707.0,10000.0,0,1,1,0,0,0,1,0,500.0
3910,4105,55,162.1,64.9,4,2379,3.0,0.83,2025-05-17,574.0,5000.0,1,0,1,0,0,1,0,0,500.0
3911,4106,59,176.8,52.4,2,2183,1.0,0.8,2021-01-30,574.0,5000.0,0,1,0,1,0,0,0,0,23751.42186659021
3912,4107,37,165.0,67.1,2,2336,0.0,0.27,2024-08-26,308.0,194.24,1,0,1,0,0,0,0,0,500.0
3913,4108,38,170.2,75.0,4,2728,3.0,0.49,2024-02-21,358.0,5000.0,0,1,1,0,0,1,0,0,500.0
3914,4109,71,161.7,91.9,2,3653,3.0,0.39,2022-08-09,574.0,659.26,0,1,1,0,0,0,1,0,500.0
3915,4110,51,158.0,41.6,1,3797,3.0,0.91,2021-06-29,436.0,5000.0,1,0,1,0,0,0,1,0,500.0
3916,4111,26,164.7,51.3,4,1552,3.0,0.09,2022-03-02,574.0,5000.0,1,0,1,0,0,1,0,0,500.0
3917,4112,20,181.3,57.4,1,1760,3.0,0.98,2022-11-30,315.0,5000.0,1,0,0,1,1,0,0,0,7845.1077226455
3918,4113,27,168.3,56.4,2,2969,3.0,0.82,2020-06-19,561.0,485.52,1,0,1,0,0,0,1,0,3725.7084855280737
3919,4114,32,165.3,49.3,4,3423,0.0,0.03,2024-02-21,574.0,528.21,0,1,1,0,0,1,0,0,500.0
3920,4115,49,168.0,49.9,4,500,1.0,0.09,2025-03-04,574.0,1204.85,1,0,0,1,0,1,0,0,15843.30611506518
3921,4116,75,168.2,63.1,4,3533,4.0,0.73,2020-09-23,574.0,5000.0,0,1,1,0,0,1,0,0,500.0
3922,4117,48,153.7,61.7,4,853,0.0,0.25,2021-11-28,669.0,10000.0,1,0,0,1,0,0,0,0,13263.258938932117
3923,4118,68,152.7,93.7,1,4340,3.0,0.01,2022-06-25,466.0,5000.0,1,0,0,1,0,0,0,1,500.0
3924,4119,69,174.7,58.6,1,3098,1.0,0.62,2021-03-11,718.0,5000.0,0,1,0,1,0,0,1,0,1224.6826115379745
3925,4120,50,186.4,61.5,3,2173,3.0,0.56,2022-03-22,753.0,5000.0,1,0,1,0,0,1,0,0,500.0
3926,4121,19,169.1,76.7,3,3516,1.0,0.76,2021-01-03,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
3927,4122,69,172.6,68.3,0,1950,3.0,0.89,2024-10-18,648.0,5000.0,0,1,1,0,0,0,1,0,10247.85882705739
3928,4123,63,184.6,50.7,2,1261,3.0,0.5,2020-04-18,574.0,10000.0,1,0,1,0,1,0,0,0,500.0
3929,4124,61,195.4,65.0,2,3891,3.0,0.01,2021-04-19,574.0,5000.0,1,0,1,0,0,0,0,0,14081.649392444995
3930,4125,21,155.6,99.0,4,2434,3.0,0.37,2024-07-25,574.0,5000.0,0,1,0,1,0,1,0,0,11759.27960156382
3931,4126,25,169.4,81.2,0,1577,4.0,0.31,2021-04-09,580.0,10000.0,1,0,0,1,0,0,0,1,14994.020364949962
3932,4127,47,182.6,76.5,2,2341,2.0,0.35,2021-08-28,730.0,881.82,1,0,0,1,1,0,0,0,500.0
3933,4128,51,178.7,51.1,1,2613,3.0,0.94,2022-07-04,574.0,5000.0,1,0,1,0,0,0,1,0,500.0
3934,4129,18,160.0,75.2,3,2103,3.0,0.48,2022-05-01,574.0,5000.0,0,1,1,0,0,1,0,0,4998.814347485924
3935,4130,54,177.5,59.9,1,2217,3.0,0.3,2024-07-29,397.0,654.12,1,0,1,0,0,1,0,0,10568.356170082312
3936,4131,53,173.6,50.0,2,3891,4.0,0.72,2023-02-20,577.0,10000.0,0,1,0,1,0,0,0,1,500.0
3937,4132,31,170.1,69.4,4,1643,2.0,0.43,2025-05-29,324.0,5000.0,1,0,0,1,0,1,0,0,500.0
3938,4133,39,183.0,84.9,3,2481,4.0,0.07,2020-04-03,473.0,10000.0,0,1,0,1,0,0,0,0,500.0
3939,4134,68,166.3,76.0,0,2330,1.0,0.3,2022-10-28,557.0,5000.0,1,0,0,1,0,0,0,0,2500.578710902938
3940,4135,58,170.2,62.6,1,2091,3.0,0.26,2025-01-05,453.0,10000.0,1,0,1,0,1,0,0,0,6437.080303490298
3941,4136,46,166.9,57.4,1,2719,2.0,0.3,2021-01-21,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
3942,4137,21,178.6,39.5,1,1667,3.0,0.44,2023-04-08,574.0,10000.0,0,1,1,0,0,0,0,1,500.0
3943,4138,75,153.2,54.2,1,2048,4.0,0.51,2023-04-21,574.0,5000.0,0,1,1,0,0,0,1,0,500.0
3944,4139,48,161.9,74.9,4,2884,3.0,0.23,2021-12-14,574.0,5000.0,1,0,1,0,0,1,0,0,500.0
3945,4140,45,172.0,51.1,2,3280,3.0,0.58,2025-04-04,468.0,736.3,1,0,0,1,0,1,0,0,16114.821812283037
3946,4141,30,179.0,45.9,1,3357,3.0,0.83,2021-04-02,574.0,10000.0,1,0,1,0,0,0,1,0,3766.319303457966
3947,4142,31,184.4,78.1,1,1724,2.0,0.08,2021-10-08,815.0,5000.0,1,0,0,1,0,0,1,0,500.0
3948,4143,68,168.0,55.4,4,1299,4.0,0.85,2022-09-16,574.0,875.84,0,1,1,0,0,0,0,0,21232.62304603144
3949,4144,22,183.6,50.6,4,3566,3.0,0.28,2023-02-09,431.0,10000.0,0,1,1,0,0,1,0,0,500.0
3950,4145,23,166.8,83.4,4,1971,3.0,0.07,2021-06-26,574.0,956.84,0,1,1,0,0,0,1,0,3101.03655027398
3951,4146,43,164.0,62.8,1,3380,3.0,0.65,2024-02-10,403.0,949.72,1,0,0,1,1,0,0,0,500.0
3952,4147,62,194.2,79.0,4,3695,1.0,0.51,2021-03-10,574.0,10000.0,0,1,0,1,0,0,0,0,14698.694545899689
3953,4148,75,174.3,93.0,4,2665,3.0,0.15,2021-04-13,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
3954,4149,27,168.8,91.4,0,3011,3.0,0.81,2020-01-14,740.0,5000.0,0,1,0,1,0,1,0,0,500.0
3955,4150,32,170.9,58.3,0,1802,3.0,0.38,2024-01-26,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
3956,4151,57,171.5,56.5,0,710,3.0,0.35,2022-09-14,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
3957,4152,72,166.5,53.0,1,4028,5.0,0.12,2024-01-22,574.0,10000.0,0,1,1,0,0,1,0,0,4534.499462059663
3958,4153,37,162.7,76.4,2,1713,5.0,0.15,2020-06-01,404.0,10000.0,0,1,1,0,0,1,0,0,500.0
3959,4154,46,152.1,76.9,3,2495,3.0,0.9,2021-11-24,574.0,558.7,0,1,0,1,0,0,1,0,5324.606019821194
3960,4155,74,168.8,77.7,1,2094,3.0,0.07,2022-09-01,574.0,5000.0,1,0,0,1,1,0,0,0,500.0
3961,4156,18,158.8,85.0,4,1277,2.0,0.76,2024-09-14,728.0,5000.0,0,1,0,1,1,0,0,0,14431.736880433617
3962,4157,35,174.0,74.4,2,3625,3.0,0.98,2024-03-16,574.0,889.85,1,0,0,1,1,0,0,0,16511.847788978746
3963,4158,33,189.5,74.6,0,3739,4.0,0.47,2025-05-10,843.0,5000.0,0,1,1,0,0,1,0,0,7622.307427925515
3964,4159,32,169.2,69.6,2,2419,2.0,0.17,2021-12-29,574.0,5000.0,0,1,0,1,0,1,0,0,500.0
3965,4160,33,176.5,70.2,3,3884,0.0,0.81,2020-12-28,672.0,5000.0,0,1,1,0,0,0,0,1,3007.2534605243823
3966,4161,21,161.0,50.5,0,3520,3.0,0.62,2023-02-24,574.0,609.57,1,0,1,0,0,0,1,0,500.0
3967,4163,60,159.0,55.7,3,3706,3.0,0.28,2024-06-25,574.0,5000.0,1,0,1,0,0,0,0,0,1461.7588679362464
3968,4164,29,172.4,59.6,4,3440,4.0,0.1,2022-10-06,574.0,5000.0,0,1,0,1,0,0,1,0,500.0
3969,4165,67,170.1,59.0,4,2742,3.0,0.48,2021-08-28,574.0,1327.39,1,0,0,1,0,0,0,0,22711.668756945503
3970,4166,27,169.7,83.6,1,3753,4.0,0.31,2022-05-26,574.0,878.37,1,0,1,0,0,0,1,0,10440.63984561278
3971,4168,33,172.4,65.2,4,591,3.0,0.83,2021-04-22,574.0,5000.0,1,0,0,1,0,1,0,0,11590.850094812204
3972,4169,62,173.1,68.3,4,1830,3.0,0.23,2023-06-05,487.0,5000.0,0,1,1,0,0,0,0,1,27464.91288990096
3973,4170,56,183.8,69.4,2,2779,3.0,0.78,2023-10-03,574.0,5000.0,1,0,1,0,0,0,0,0,500.0
3974,4171,34,170.5,67.5,4,2894,3.0,0.43,2021-09-26,563.0,10000.0,1,0,1,0,0,0,0,1,19198.92966960348
3975,4172,25,188.6,92.7,2,707,1.0,0.94,2021-06-29,412.0,5000.0,0,1,0,1,1,0,0,0,1021.392249042398
3976,4174,37,171.3,53.2,0,500,1.0,0.1,2022-09-18,748.0,1379.51,0,1,0,1,0,0,0,1,500.0
3977,4175,35,166.6,67.6,3,951,3.0,0.12,2021-01-21,640.0,10000.0,1,0,1,0,0,0,0,0,500.0
3978,4176,47,149.7,83.1,1,2936,3.0,0.86,2021-10-21,574.0,10000.0,0,1,0,1,1,0,0,0,500.0
3979,4177,45,173.1,63.9,4,1619,3.0,0.52,2022-09-08,386.0,1121.68,1,0,0,1,0,0,0,0,10473.255477311946
3980,4178,48,182.7,63.6,1,4131,4.0,0.88,2022-02-19,844.0,5000.0,1,0,1,0,0,1,0,0,500.0
3981,4179,70,169.0,48.3,2,4133,3.0,0.46,2020-11-24,743.0,10000.0,1,0,1,0,1,0,0,0,19932.47478104082
3982,4180,58,165.4,82.0,3,1671,3.0,0.2,2020-01-01,818.0,5000.0,1,0,0,1,0,1,0,0,16657.664161408014
3983,4181,24,167.9,79.2,2,2559,3.0,0.92,2021-10-16,574.0,981.36,1,0,0,1,0,0,1,0,31449.799125269925
3984,4183,32,158.4,79.4,1,2235,3.0,0.03,2020-12-14,761.0,5000.0,0,1,0,1,1,0,0,0,14360.095845277156
3985,4184,45,174.5,62.3,4,1808,3.0,0.67,2024-01-07,663.0,5000.0,0,1,1,0,0,0,0,0,500.0
3986,4185,33,160.6,51.8,3,911,3.0,0.02,2020-10-24,574.0,5000.0,1,0,1,0,0,0,0,0,500.0
3987,4186,61,175.5,53.0,4,1680,3.0,0.92,2021-02-08,574.0,1086.68,1,0,1,0,0,0,0,0,20653.042094201475
3988,4187,37,168.8,83.5,3,3804,3.0,0.62,2024-07-13,574.0,5000.0,0,1,1,0,0,0,0,0,7481.369214121593
3989,4188,31,167.2,44.4,1,1053,2.0,0.18,2024-07-05,348.0,761.27,0,1,0,1,0,0,0,1,500.0
3990,4189,57,182.9,99.6,3,3922,3.0,0.88,2022-04-13,510.0,10000.0,0,1,1,0,0,0,0,0,9564.727381387353
3991,4190,70,170.1,74.0,1,2368,3.0,0.5,2021-04-19,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
3992,4191,23,183.4,64.7,3,2879,4.0,0.05,2024-07-09,307.0,1316.59,1,0,0,1,0,0,1,0,500.0
3993,4192,35,180.1,67.0,1,3178,3.0,0.04,2022-06-13,690.0,5000.0,1,0,0,1,1,0,0,0,500.0
3994,4193,48,162.5,64.4,0,4200,3.0,0.85,2021-07-18,574.0,5000.0,1,0,0,1,0,1,0,0,500.0
